POS	CRC01-P24NNS14	CRC01-P24NNS4	CRC01-P24NNS8	CRC01-P24NS13	CRC01-P24NS14	CRC01-P24NS16	CRC01-P24NS17	CRC01-P24NS18	CRC01-P24NS19	CRC01-P24NS1	CRC01-P24NS3	CRC01-P24NS5	CRC01-P39TNS3	CRC01-P39TS11	CRC01-P39TS13	CRC01-P39TS15	CRC01-P39TS4	CRC01-P39TS8	CRC01-P39TS9	CRC01.P42.TS.17	CRC01.P42.TS.2	CRC01.P42.TS.3	CRC01-P59NNS11	CRC01-P59NNS15	CRC01-P59NNS16	CRC01-P59NNS18	CRC01-P59NNS1	CRC01-P59NNS5	CRC01-P59NNS9	CRC01-P59NS10	CRC01-P59NS11	CRC01-P59NS18	CRC01-P59NS7	CRC01-P87NNS15	CRC01-P87NNS17	CRC01-P87NNS5	CRC01-P87NNS9	CRC01-P87NS10	CRC01-P87NS12	CRC01-P87NS15	CRC01-P87NS9	CRC01-P92NNS18	CRC1_P24_Lgr5_14	CRC1_P24_Lgr5_19	CRC1_P87_Lgr5_12	CRC1_P87_Lgr5_20
11526	160	547	278	302	111	182	270	360	68	252	94	348	10877	14016	8283	8931	6274	12411	12075	1211	1466	1795	674	527	118	263	538	261	546	346	367	1336	1829	1858	481	1165	368	1066	931	679	2882	414	365	430	1069	1001
11527	159	542	281	302	112	183	273	366	67	255	97	352	10710	13884	8231	8880	6333	12528	11991	1226	1480	1801	673	530	118	266	533	262	548	354	371	1334	1834	1880	480	1158	370	1067	927	674	2859	415	365	433	1085	1015
11528	159	546	281	304	112	186	271	365	67	256	95	350	10878	13928	8294	8949	6246	12311	12026	1202	1484	1793	668	531	118	266	532	262	552	356	367	1334	1818	1850	480	1167	373	1074	932	676	2871	413	368	434	1077	1020
11529	158	534	280	297	115	187	269	365	67	251	94	346	10813	13884	8257	8885	6253	12290	11963	1205	1445	1790	670	532	120	259	536	266	549	354	366	1311	1810	1856	484	1164	370	1069	924	686	2871	413	366	436	1083	1019
11530	162	545	278	305	109	187	269	369	66	254	97	350	10820	13925	8304	8937	6271	12296	12112	1220	1493	1803	672	534	119	264	541	265	548	353	367	1337	1809	1865	483	1170	371	1076	912	678	2872	412	375	432	1087	1028
11531	159	541	284	304	114	188	271	370	68	254	96	357	10870	14007	8348	8967	6301	12343	12152	1254	1512	1838	679	539	123	271	547	267	558	354	370	1333	1820	1873	492	1173	370	1077	916	684	2876	415	373	441	1088	1038
11532	164	551	286	309	113	188	279	375	68	254	95	362	11009	14138	8413	9089	6373	12428	12304	1260	1531	1860	691	539	122	270	545	270	556	351	372	1368	1844	1898	490	1197	375	1082	927	693	2908	421	375	441	1103	1046
11533	161	555	287	309	112	190	277	370	68	254	95	360	10987	14114	8430	9094	6416	12385	12334	1257	1526	1871	687	529	122	268	545	271	561	359	375	1369	1843	1895	487	1197	379	1084	928	696	2901	410	380	445	1109	1054
11534	164	551	285	311	110	188	281	373	68	255	95	356	10928	14033	8367	9008	6352	12346	12196	1231	1519	1859	680	540	122	267	536	269	558	357	374	1330	1842	1875	489	1184	378	1084	938	690	2886	422	383	448	1112	1052
11535	160	540	275	308	109	186	267	361	66	249	91	350	10647	13622	8247	8827	6196	11949	11750	1222	1491	1843	674	516	121	271	527	267	539	355	372	1296	1787	1836	483	1169	373	1033	888	682	2814	405	387	449	1092	1062
11536	163	541	284	307	115	182	281	376	69	255	93	359	10670	13831	8320	9095	6484	12446	12043	1270	1561	1882	674	531	119	272	530	268	540	362	374	1344	1855	1913	485	1173	378	1081	932	687	2854	419	391	452	1123	1077
11537	164	550	282	310	115	189	283	380	71	261	95	362	10991	14177	8450	9295	6494	12412	12339	1291	1595	1916	686	549	122	272	549	275	560	368	386	1388	1860	1910	497	1195	383	1098	914	704	2918	423	392	454	1129	1079
11538	170	556	287	317	116	195	284	379	72	259	96	363	11059	14314	8522	9363	6524	12489	12475	1308	1600	1926	695	551	124	279	544	277	563	369	386	1393	1884	1922	504	1207	386	1104	950	711	2946	422	391	455	1136	1083
11539	167	559	288	317	118	195	288	381	71	261	96	366	11107	14319	8577	9412	6559	12499	12538	1311	1605	1945	696	551	126	279	555	280	562	368	386	1391	1890	1935	499	1208	390	1117	941	711	2958	425	395	459	1145	1099
11540	167	547	283	315	112	193	285	378	70	260	96	355	10832	13979	8416	9224	6406	12244	12074	1289	1571	1903	693	544	123	280	538	276	564	367	380	1302	1853	1901	489	1196	383	1102	950	703	2892	427	400	459	1139	1084
11541	170	551	285	318	116	196	286	382	70	259	94	359	10861	14119	8480	9295	6434	12313	12222	1314	1582	1948	689	546	123	277	550	278	566	363	382	1335	1873	1902	496	1203	385	1105	938	697	2912	423	402	462	1141	1109
11542	174	569	292	322	118	197	290	382	70	264	98	370	11201	14477	8673	9538	6586	12587	12709	1330	1620	1969	704	555	127	284	555	283	578	372	388	1399	1904	1947	505	1224	394	1122	951	715	2968	431	404	467	1161	1122
11543	171	562	286	323	117	196	292	385	70	263	99	363	11110	14271	8595	9499	6573	12490	12612	1329	1638	1966	700	553	126	287	554	280	571	374	385	1407	1885	1941	506	1217	394	1119	915	719	2959	432	405	467	1160	1128
11544	171	552	289	317	109	195	287	379	69	255	93	357	10622	13814	8410	9185	6397	12034	11949	1311	1615	1922	697	532	129	281	545	280	561	369	379	1332	1841	1896	501	1195	382	1091	938	708	2885	422	408	468	1165	1119
11545	169	559	290	318	116	196	290	379	69	265	97	362	10639	13771	8394	9226	6441	12093	12029	1307	1618	1942	689	538	126	273	549	280	552	366	387	1337	1845	1895	511	1197	386	1088	956	708	2874	428	406	470	1150	1127
11546	175	576	294	319	118	198	290	382	68	268	96	368	11164	14455	8684	9567	6617	12681	12722	1331	1651	1957	707	559	128	284	565	289	571	374	389	1410	1901	1950	515	1224	397	1126	948	720	2980	433	408	476	1176	1148
11547	177	570	292	325	118	197	298	385	71	267	99	368	11134	14353	8686	9577	6622	12629	12671	1334	1657	1955	709	556	129	282	567	286	576	377	390	1405	1889	1951	517	1234	398	1121	973	727	2980	434	413	480	1179	1158
11548	175	571	292	326	118	200	294	391	71	270	97	369	11104	14351	8712	9570	6616	12595	12730	1352	1677	1966	716	549	130	288	564	286	584	381	390	1386	1893	1935	517	1236	397	1124	936	725	2986	441	415	485	1180	1170
11549	177	565	290	326	118	196	292	389	70	270	95	372	10864	14085	8495	9430	6495	12301	12589	1353	1679	1958	704	545	127	291	552	285	571	374	390	1388	1905	1958	511	1222	398	1105	951	710	2901	435	412	487	1193	1183
11550	178	582	296	327	120	197	301	389	69	272	100	369	11249	14513	8778	9750	6663	12756	12849	1356	1701	1971	718	555	130	291	573	289	581	382	399	1417	1910	1959	521	1244	403	1133	976	729	3008	443	420	491	1203	1195
11551	176	565	293	328	118	197	290	391	70	272	99	374	11052	14269	8671	9630	6589	12451	12493	1345	1684	1953	718	555	127	290	559	286	576	370	391	1391	1886	1939	513	1238	401	1120	950	731	2953	436	417	492	1203	1179
11552	180	581	297	330	121	200	293	391	69	271	98	375	11236	14469	8793	9761	6676	12669	12807	1367	1702	1987	716	563	129	287	571	288	587	379	397	1427	1902	1951	529	1246	403	1131	982	734	3011	443	426	493	1208	1209
11553	181	589	298	334	124	199	296	393	71	275	101	382	11367	14654	8879	9895	6742	12819	12964	1388	1733	1999	722	565	126	293	577	288	593	387	401	1412	1925	1983	526	1258	406	1154	965	742	3042	447	428	497	1219	1218
11554	177	586	301	333	124	202	299	393	71	273	99	383	11264	14554	8848	9828	6727	12729	12879	1386	1720	1994	725	568	126	292	576	290	587	385	399	1432	1918	1967	528	1256	406	1144	972	736	3035	445	426	498	1216	1219
11555	181	592	302	334	122	200	301	394	71	277	98	384	11362	14627	8906	9961	6799	12817	13059	1393	1740	2016	727	565	126	292	578	291	599	386	401	1435	1914	1988	532	1263	409	1144	971	745	3051	445	428	500	1228	1233
11556	177	579	300	335	122	202	299	396	72	278	98	385	11292	14538	8883	9876	6750	12726	12847	1381	1720	2017	729	565	130	290	570	293	588	391	404	1397	1919	1984	530	1254	412	1147	994	745	3052	445	435	503	1231	1243
11557	174	574	303	330	122	193	290	392	69	275	100	383	11002	14246	8716	9692	6659	12381	12430	1355	1677	1949	720	556	126	292	562	286	579	384	391	1368	1886	1949	524	1247	409	1136	937	734	3008	443	431	502	1223	1241
11558	179	598	305	334	121	204	301	398	73	281	102	387	11273	14541	8898	10032	6789	12714	12858	1393	1716	2023	735	572	131	289	578	294	597	388	403	1395	1920	1982	527	1263	404	1152	1004	743	3039	451	437	512	1247	1266
11559	179	594	304	340	123	208	296	395	74	280	102	391	11368	14677	8942	10090	6806	12792	13094	1401	1732	2029	731	578	131	289	580	292	602	391	407	1438	1936	1998	536	1271	413	1158	978	748	3068	452	440	510	1249	1296
11560	185	597	308	339	121	208	300	400	71	284	103	392	11289	14563	8973	10120	6838	12682	12981	1417	1736	2045	740	574	133	296	569	297	591	388	407	1421	1917	1995	540	1280	411	1162	992	746	3090	449	446	522	1261	1308
11561	182	593	308	336	122	207	300	405	72	281	103	399	11503	14817	9057	10233	6895	12875	13226	1419	1744	2038	737	580	133	298	586	297	606	396	412	1433	1952	2016	547	1284	416	1169	988	758	3099	453	445	516	1270	1315
11562	183	604	307	333	120	205	304	406	76	283	103	401	11407	14731	9007	10181	6873	12814	13214	1419	1732	2050	738	581	133	289	577	300	607	392	412	1437	1945	2019	538	1285	418	1165	998	753	3087	454	445	521	1268	1320
11563	184	610	310	341	123	209	306	406	72	284	104	399	11487	14827	9118	10312	6933	12887	13353	1429	1744	2066	746	580	131	301	589	296	603	393	415	1450	1956	2022	545	1292	421	1182	973	755	3101	457	451	521	1286	1329
11564	181	594	305	334	121	205	303	405	75	274	100	396	10954	14166	8806	9956	6726	12210	12638	1423	1719	2026	732	559	129	292	574	293	587	385	399	1386	1903	1955	539	1268	415	1154	973	740	3020	455	456	528	1265	1339
11565	183	590	305	336	120	208	300	407	70	277	100	397	11075	14284	8856	10030	6753	12331	12793	1430	1728	2039	736	575	131	290	570	292	589	390	406	1392	1905	1964	541	1276	416	1159	981	746	3045	449	456	526	1268	1331
11566	186	606	307	338	123	206	301	413	74	285	105	401	11249	14612	9023	10257	6891	12618	13131	1442	1757	2084	745	572	131	303	586	300	602	399	409	1421	1936	1998	544	1295	419	1168	977	757	3097	463	461	534	1281	1359
11567	183	613	307	341	122	212	311	409	75	281	105	398	11144	14532	9014	10182	6866	12471	13085	1448	1763	2091	746	581	133	302	586	299	600	392	416	1412	1924	2012	547	1285	425	1177	993	758	3080	459	465	534	1290	1372
11568	182	597	307	345	122	210	300	408	74	285	103	398	10887	14172	8864	9979	6793	12248	12648	1435	1742	2057	744	574	134	301	570	295	587	394	415	1385	1916	1961	549	1286	419	1163	984	757	3024	457	463	533	1289	1380
11569	188	614	308	347	123	210	307	410	75	283	102	408	11234	14545	9083	10258	6899	12566	13044	1460	1770	2086	739	579	133	300	583	299	608	400	421	1430	1934	2008	550	1301	422	1168	996	767	3080	463	470	536	1301	1402
11570	189	612	308	351	125	211	310	414	75	288	102	409	11279	14672	9143	10349	6978	12675	13228	1473	1777	2103	755	586	130	307	590	298	604	400	421	1422	1947	2017	553	1307	431	1176	975	766	3088	469	470	546	1303	1415
11571	187	621	314	350	122	213	312	411	76	282	100	409	11343	14741	9126	10370	6995	12735	13269	1474	1761	2089	750	578	135	301	586	300	607	398	423	1430	1941	2004	550	1294	422	1186	1009	768	3117	468	471	541	1298	1408
11572	190	626	316	357	125	212	316	416	77	291	105	416	11436	14849	9253	10520	7043	12835	13446	1481	1788	2111	756	590	133	300	600	306	613	399	424	1455	1962	2043	555	1320	429	1193	991	773	3144	472	478	555	1316	1426
11573	189	635	316	353	123	214	318	419	79	290	103	415	11515	14918	9280	10569	7054	12891	13542	1490	1789	2114	761	590	134	306	600	303	621	395	430	1465	1972	2048	558	1322	430	1199	1019	772	3145	474	477	551	1324	1441
11574	185	615	316	350	124	206	313	416	80	288	101	412	11038	14652	9023	10446	6998	12560	13331	1498	1780	2121	744	581	127	300	583	303	599	400	418	1422	1956	2042	549	1294	431	1174	996	766	3070	471	482	556	1336	1457
11575	193	632	317	359	128	219	320	424	79	294	106	422	11691	15173	9419	10787	7160	13028	13754	1525	1817	2163	774	600	133	310	607	311	630	410	433	1477	1982	2072	571	1331	437	1209	1030	788	3201	487	486	565	1351	1469
11576	191	629	317	356	128	220	320	423	80	290	104	416	11488	14877	9268	10644	7077	12746	13475	1521	1804	2165	768	591	134	308	588	309	614	407	436	1436	1960	2051	563	1319	431	1208	1004	779	3168	480	485	564	1352	1475
11577	186	625	317	358	125	215	319	421	81	291	103	426	11476	14895	9298	10623	7076	12765	13532	1529	1819	2163	759	595	133	303	595	312	628	409	431	1430	1963	2052	568	1317	433	1213	991	783	3166	483	485	561	1351	1483
11578	186	635	324	359	126	217	317	421	80	295	104	422	11546	15028	9374	10778	7168	12876	13768	1546	1826	2182	771	600	137	309	611	313	638	409	432	1468	1972	2069	566	1324	438	1218	994	782	3207	483	490	571	1358	1496
11579	187	644	321	365	124	224	326	427	80	297	107	425	11604	15104	9427	10798	7195	12910	13740	1566	1840	2202	771	601	136	306	607	313	631	415	433	1465	1967	2086	570	1333	440	1219	1030	787	3215	494	495	579	1373	1512
11580	189	651	328	368	126	224	326	433	81	295	108	432	11475	15346	9548	10967	7258	13121	13996	1581	1849	2208	781	607	135	311	613	317	643	413	436	1503	1991	2103	582	1343	447	1231	1021	792	3237	499	496	581	1387	1538
11581	188	629	326	369	127	214	325	430	83	295	109	432	11256	14769	9174	10552	7077	12552	13888	1579	1839	2214	774	605	138	312	616	321	639	417	431	1484	1973	2101	582	1345	444	1233	1008	795	3210	484	499	591	1395	1543
11582	187	653	326	372	128	227	328	434	83	300	107	431	11656	15159	9568	10945	7246	12983	13840	1579	1849	2210	784	605	136	317	611	323	640	413	437	1473	1968	2093	577	1346	442	1229	1030	793	3226	495	506	596	1400	1553
11583	182	648	326	366	127	223	321	427	82	301	109	426	11446	14890	9408	10761	7170	12791	13576	1567	1828	2211	773	594	136	312	604	316	626	410	429	1453	1960	2073	572	1328	441	1208	1015	795	3201	493	508	589	1399	1553
11584	187	656	323	370	129	222	329	433	82	301	107	434	11510	15367	9598	11048	7323	13134	14090	1593	1849	2237	786	611	135	314	622	324	643	421	436	1509	1988	2115	580	1351	449	1231	1015	798	3249	496	507	591	1415	1569
11585	190	652	328	375	127	228	329	430	84	303	109	435	11811	15288	9614	11040	7329	13126	13926	1584	1836	2234	786	613	139	314	622	324	644	421	440	1483	1991	2111	587	1348	451	1226	1028	795	3253	501	508	593	1423	1581
11586	190	653	329	373	129	229	328	432	84	302	110	441	11846	15388	9627	11106	7355	13110	13991	1602	1835	2243	794	617	136	319	620	326	648	421	443	1504	1996	2127	584	1360	456	1226	1000	805	3264	502	515	595	1421	1599
11587	185	659	330	373	127	229	330	434	84	305	110	439	11874	15377	9646	11129	7381	13126	14035	1602	1839	2265	786	606	139	322	623	322	654	426	443	1510	1990	2129	588	1360	458	1228	1005	805	3258	502	517	594	1440	1608
11588	189	649	334	375	130	224	326	435	85	306	107	438	11294	15316	9436	10864	7369	13044	14113	1615	1849	2275	789	607	140	322	625	326	638	420	442	1485	1996	2129	588	1357	457	1237	1023	805	3249	498	520	600	1440	1628
11589	190	659	332	372	129	229	329	435	85	305	111	441	11787	15372	9695	11197	7387	13150	14024	1617	1837	2272	792	612	139	323	627	329	652	419	447	1475	1994	2127	590	1363	454	1233	1037	809	3285	507	527	609	1448	1630
11590	185	659	329	371	129	225	318	432	81	300	111	438	11490	14938	9487	11006	7256	12688	13693	1589	1807	2233	788	607	133	321	607	319	628	414	436	1487	1962	2093	588	1345	455	1212	1000	798	3202	500	528	606	1443	1647
11591	155	648	318	362	130	225	329	414	83	299	106	422	11353	15135	9452	11110	7427	12863	13877	1263	1345	1909	782	607	135	319	615	332	628	411	439	1461	2002	2114	588	1338	455	1204	976	801	3189	496	525	546	1453	1616
11592	53	621	205	347	126	218	318	279	85	285	70	284	11035	14428	9240	10806	7086	12249	13488	704	726	1460	772	579	134	313	595	317	621	397	432	1404	1906	2047	581	1329	448	1189	942	786	3117	486	512	398	1411	1507
11593	191	672	333	375	132	233	334	441	84	308	113	442	11796	15424	9787	11469	7440	13079	14303	1636	1851	2302	805	617	139	324	627	338	644	430	446	1495	1998	2138	601	1380	466	1244	1042	814	3299	512	532	616	1471	1684
11594	193	664	332	373	135	228	336	442	85	304	111	436	11407	15172	9682	11331	7401	12878	14185	1636	1840	2276	797	614	140	325	611	337	627	424	442	1482	1986	2135	597	1364	462	1233	1021	816	3213	514	533	619	1482	1695
11595	192	668	331	376	134	227	330	441	84	310	113	438	11555	15129	9696	11359	7383	12901	14117	1633	1840	2297	804	617	138	326	620	333	631	426	449	1466	1980	2113	599	1360	460	1232	1040	820	3248	512	540	626	1477	1692
11596	186	652	321	370	132	218	322	428	83	297	109	420	11210	14492	9343	11303	7338	12466	13556	1587	1731	2192	782	602	135	316	618	312	630	389	412	1159	1778	2075	590	1356	467	1221	1021	810	3225	451	541	619	1463	1690
11597	184	658	320	363	134	221	319	435	83	295	107	418	11044	14302	9183	11222	7275	12218	13456	1579	1727	2208	774	597	136	319	608	316	621	387	410	1162	1761	2052	594	1346	464	1207	1024	807	3214	439	546	620	1455	1690
11598	185	665	323	367	138	220	316	438	81	298	106	425	11014	14538	9296	11387	7355	12418	13736	1605	1725	2203	775	601	138	326	612	315	624	385	410	1167	1802	2071	592	1329	464	1219	1022	813	3192	447	550	621	1473	1732
11599	191	672	323	369	139	223	317	438	81	299	108	425	11293	14672	9440	11519	7435	12576	13790	1613	1750	2227	798	612	138	324	621	310	635	393	421	1177	1781	2089	600	1344	472	1236	1039	822	3264	450	549	631	1478	1726
11600	189	672	324	372	139	220	325	446	82	300	103	432	11309	14704	9425	11468	7425	12586	13804	1624	1742	2216	780	604	136	320	632	318	633	386	420	1184	1774	2089	601	1335	471	1231	1005	826	3257	454	550	629	1474	1722
11601	189	667	323	372	139	222	325	445	81	302	105	432	11330	14754	9526	11582	7459	12603	13841	1625	1757	2232	796	609	139	322	623	317	636	393	419	1183	1788	2099	610	1344	473	1237	1039	830	3283	455	557	637	1480	1735
11602	183	657	318	361	134	218	310	440	80	301	104	431	10691	14276	9096	11266	7483	12205	13493	1601	1722	2188	774	595	138	319	602	312	615	386	412	1153	1783	2101	594	1312	469	1210	984	808	3116	450	553	639	1476	1742
11603	183	667	323	373	138	224	324	444	82	300	102	435	11353	14683	9466	11228	7454	12569	13869	1631	1736	2238	787	598	139	318	627	315	650	399	418	1201	1765	2086	611	1346	479	1236	1038	836	3254	452	558	637	1481	1753
11604	191	652	316	370	137	224	320	444	79	299	102	423	11043	14374	9369	11295	7316	12297	13384	1595	1707	2201	780	596	139	311	617	310	620	395	418	1174	1743	2072	599	1341	461	1225	1024	822	3194	458	559	638	1482	1736
11605	186	652	319	368	135	222	308	436	76	302	106	414	10878	14176	9219	11236	7286	12150	13268	1580	1701	2185	777	595	136	324	615	304	633	393	413	1172	1726	2060	597	1324	473	1212	1009	820	3180	447	555	639	1470	1747
11606	186	654	322	368	137	224	323	444	83	304	105	431	11166	14525	9466	11459	7449	12461	13550	1619	1721	2192	798	601	142	324	624	305	636	397	419	1187	1760	2084	610	1344	469	1234	1039	827	3223	463	555	643	1475	1762
11607	191	663	325	367	140	228	330	435	83	310	101	427	11271	14701	9506	11610	7471	12539	13670	1629	1731	2224	798	604	143	321	627	317	638	396	416	1185	1779	2106	618	1353	480	1246	1038	839	3250	467	560	634	1482	1787
11608	184	667	325	374	133	219	326	432	82	303	106	423	11089	14368	9348	11483	7372	12284	13399	1601	1692	2189	786	600	138	314	616	310	634	393	416	1167	1741	2075	617	1346	469	1231	1036	826	3205	454	560	641	1477	1766
11609	191	675	331	377	139	224	337	442	83	305	107	437	11393	14856	9652	11724	7546	12691	13800	1644	1762	2256	791	614	142	326	628	321	647	402	420	1211	1787	2126	626	1359	481	1244	1044	843	3267	469	569	643	1492	1818
11610	157	686	315	372	137	229	329	420	85	302	105	418	11572	14945	9653	11845	7576	12797	13860	1286	1275	1902	801	609	139	323	646	323	652	393	420	1205	1788	2131	623	1363	490	1253	995	846	3273	467	557	569	1488	1774
11611	112	621	308	353	128	215	309	392	84	282	97	397	10556	13771	9075	11087	7146	11707	12758	1001	1035	1497	749	558	133	307	606	312	620	367	403	1122	1695	2006	598	1304	463	1180	933	824	3052	439	538	561	1472	1651
11612	192	689	332	385	139	230	333	444	86	312	105	438	11526	14908	9704	11926	7589	12778	14006	1653	1779	2283	804	620	142	328	644	325	652	403	429	1235	1796	2089	625	1361	485	1253	1051	858	3266	472	570	648	1517	1860
11613	191	681	332	375	137	230	334	445	85	311	108	438	11241	14736	9622	11728	7543	12529	13638	1643	1772	2283	792	611	140	328	639	318	640	402	430	1207	1778	2072	628	1368	487	1243	1038	857	3218	466	575	657	1417	1860
11614	194	691	332	387	138	236	337	445	86	315	107	444	11703	15219	9817	12123	7682	12936	14141	1667	1797	2310	808	616	145	335	650	330	662	409	435	1236	1808	2100	632	1379	490	1257	1060	863	3305	480	572	658	1410	1884
11615	190	671	333	382	136	234	336	439	83	309	109	441	11211	14635	9582	11891	7550	12444	13677	1650	1781	2294	796	608	145	333	643	322	633	403	426	1221	1771	2078	628	1370	487	1239	1042	853	3243	477	572	656	1411	1876
11616	185	629	327	366	132	231	314	440	86	308	102	436	10761	14152	9281	11357	7289	12123	12799	1571	1670	2179	783	581	138	323	614	299	629	392	414	1154	1704	2030	611	1330	477	1215	1002	831	3123	456	554	639	1366	1818
11617	81	292	159	166	58	113	167	198	36	147	43	213	3109	4815	4399	6187	3769	2861	6746	1238	1322	1731	349	238	61	139	274	159	243	182	199	695	678	1071	297	726	243	552	381	429	1436	251	358	411	958	1485
11618	79	278	158	160	55	108	164	195	35	143	39	206	2765	4510	4162	5818	3499	2547	6428	1158	1272	1607	334	223	59	129	260	153	235	177	198	683	641	979	283	651	229	513	348	401	1283	244	342	394	904	1398
11619	79	280	158	161	54	109	164	197	35	142	41	206	2769	4494	4152	5801	3471	2543	6316	1166	1265	1626	336	226	58	129	260	155	236	178	197	681	635	972	287	647	229	508	346	396	1277	241	341	395	909	1390
11620	78	283	159	162	56	112	166	197	35	143	41	209	2776	4525	4196	5926	3496	2560	6349	1169	1284	1626	339	228	59	129	260	155	237	177	193	682	632	982	289	648	231	503	353	398	1274	240	344	395	921	1413
11621	77	279	159	162	57	113	155	197	35	144	41	208	2756	4478	4166	5865	3460	2531	6284	1163	1267	1607	338	228	56	128	260	154	236	177	194	687	627	966	287	644	230	500	344	397	1263	240	347	398	919	1417
11622	79	281	156	161	55	113	157	198	33	142	41	207	2721	4440	4160	5843	3398	2528	6278	1161	1271	1625	337	225	58	128	255	154	234	177	193	689	621	968	288	626	227	498	344	390	1236	239	347	398	923	1412
11623	80	283	158	160	54	111	156	198	32	142	42	205	2701	4441	4130	5841	3383	2590	6281	1167	1265	1621	337	222	60	131	260	153	232	175	197	691	625	958	290	620	229	485	340	388	1217	239	348	401	928	1419
11624	80	284	159	160	54	110	159	198	34	143	41	204	2720	4451	4156	5861	3376	2576	6259	1173	1276	1639	339	220	59	132	260	153	231	177	196	695	618	962	288	620	228	480	341	387	1221	240	352	404	926	1421
11625	79	284	157	162	51	111	159	197	35	141	42	205	2677	4358	4124	5799	3293	2547	6169	1160	1259	1620	337	221	61	130	258	151	232	175	193	694	617	957	287	607	225	476	330	382	1205	240	350	402	924	1406
11626	81	284	157	163	52	112	160	195	34	141	44	208	2669	4347	4112	5789	3285	2554	6112	1154	1267	1613	337	224	60	130	255	151	232	175	194	690	603	959	292	600	225	467	334	383	1194	241	353	403	921	1422
11627	80	284	158	165	53	108	165	197	34	141	44	210	2694	4372	4153	5851	3315	2554	6175	1168	1274	1641	337	220	61	132	261	149	232	175	193	699	608	956	289	606	226	468	333	385	1202	240	355	409	924	1436
11628	84	287	160	167	52	108	158	197	34	140	44	210	2730	4406	4178	5914	3347	2574	6214	1181	1287	1660	343	226	62	133	261	153	234	177	197	705	609	965	292	607	227	473	334	386	1205	241	356	411	932	1444
11629	83	285	159	167	52	109	161	200	34	138	43	210	2721	4365	4157	5899	3311	2562	6174	1171	1288	1647	344	223	63	134	260	150	235	176	198	702	599	968	292	610	228	469	331	387	1203	240	356	414	935	1452
11630	84	289	157	163	53	111	160	200	35	138	40	213	2687	4308	4129	5847	3291	2548	6111	1165	1285	1649	343	221	63	132	258	153	230	176	197	700	595	959	294	606	227	466	332	384	1188	240	357	417	927	1451
11631	86	291	160	166	53	113	163	199	35	138	43	215	2737	4374	4185	5926	3324	2561	6180	1193	1302	1670	341	224	63	134	262	154	233	177	198	711	600	963	295	616	223	473	336	390	1198	244	360	419	940	1463
11632	88	292	163	167	53	112	164	198	35	135	43	215	2759	4390	4192	5961	3337	2572	6190	1183	1301	1668	341	225	62	134	264	155	237	179	200	720	601	964	297	620	226	475	337	391	1203	246	359	421	943	1473
11633	89	293	167	167	51	112	163	203	34	139	44	216	2775	4402	4182	5980	3342	2579	6123	1200	1315	1683	344	225	66	135	266	155	234	177	200	717	603	976	297	620	225	475	339	391	1211	249	360	427	952	1481
11634	88	294	166	168	53	112	163	205	34	139	43	218	2805	4422	4218	6016	3369	2581	6134	1208	1319	1689	347	224	67	135	268	154	236	176	200	723	608	972	296	619	224	471	336	394	1216	246	362	429	949	1481
11635	90	297	164	167	51	112	163	204	34	141	44	216	2795	4421	4220	6021	3373	2587	6137	1217	1334	1699	344	226	66	133	266	156	235	176	202	725	606	969	300	620	227	470	337	391	1207	246	361	433	951	1487
11636	90	299	166	171	51	111	165	203	34	137	44	220	2801	4453	4251	6052	3376	2600	6177	1224	1333	1716	346	225	66	136	269	157	235	176	206	722	609	971	300	619	228	470	336	391	1206	248	360	432	953	1500
11637	88	296	168	170	51	112	166	207	33	138	45	224	2787	4433	4256	6039	3379	2576	6247	1226	1334	1718	346	230	66	135	268	157	236	176	208	719	611	971	301	619	232	470	339	386	1211	250	363	438	950	1513
11638	89	299	166	170	54	112	166	206	34	139	45	223	2820	4473	4282	6045	3395	2599	6362	1249	1346	1723	347	229	66	138	268	159	234	181	208	724	614	978	305	625	231	476	337	393	1217	252	367	442	959	1524
11639	88	300	169	171	53	112	169	206	34	139	43	224	2817	4472	4323	6052	3400	2608	6247	1255	1353	1731	347	228	68	138	274	161	232	178	210	726	614	977	303	632	232	477	340	394	1213	254	368	440	961	1530
11640	87	299	169	172	54	109	166	207	33	140	42	226	2837	4460	4308	6001	3412	2594	6239	1269	1358	1715	348	228	68	139	273	160	233	181	209	726	621	980	304	630	230	474	337	394	1213	254	368	438	960	1537
11641	90	303	167	173	54	114	170	210	34	143	43	228	2849	4517	4383	6078	3443	2626	6228	1283	1378	1749	348	232	70	141	271	165	235	179	212	740	623	988	307	638	233	480	338	399	1221	255	369	443	967	1554
11642	90	310	169	174	56	112	170	212	35	145	42	226	2865	4515	4393	6062	3443	2626	6236	1290	1378	1752	349	229	70	140	272	163	232	177	211	742	625	983	305	634	232	481	337	400	1229	256	368	442	955	1547
11643	90	306	171	174	56	116	171	212	33	146	43	224	2882	4509	4407	6117	3432	2636	6226	1288	1388	1762	348	227	70	140	275	166	232	177	211	746	627	1000	307	637	234	482	336	399	1229	254	371	444	970	1560
11644	90	306	171	174	56	114	174	211	33	144	43	227	2884	4528	4437	6115	3478	2655	6227	1293	1394	1755	350	225	69	141	276	168	234	180	214	749	631	1001	306	634	233	483	338	398	1232	254	370	443	973	1566
11645	90	307	171	176	55	114	176	210	31	144	42	226	2892	4519	4456	6113	3476	2664	6272	1294	1402	1768	352	229	70	142	276	168	234	176	215	743	630	1004	307	635	233	481	333	401	1231	255	369	445	974	1570
